Pornire: ,2019-48-14 04:48:15
Citire,1,2019-48-14 04:48:26,200.0
Citire,3,2019-48-14 04:48:27,500.0
Citire,4,2019-48-14 04:48:28,450.0
Plata procesata,2019-48-14 04:48:42
